Id,Street,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,OpenPorchSF,SaleCondition,SalePrice
1392,Pave,Gtl,NAmes,1Story,5,5,1967,TA,1584,0,1584,8,0,3,792,Y,152,Normal,124000
1393,Pave,Gtl,NAmes,SFoyer,5,5,1967,TA,900,0,900,6,1,1,288,Y,144,Normal,123000
1394,Pave,Gtl,OldTown,1.5Fin,6,7,1905,Ex,1221,691,1912,7,1,2,672,Y,25,Normal,163000
1395,Pave,Gtl,Blmngtn,1Story,7,5,2006,Ex,1500,0,1500,6,1,3,648,Y,20,Partial,246578
1396,Pave,Gtl,Timber,2Story,8,5,2005,Ex,1133,1349,2482,9,1,3,642,Y,39,Normal,281213
1397,Pave,Sev,Timber,1Story,5,5,1948,TA,1687,0,1687,7,2,2,572,N,0,Normal,160000
1398,Pave,Gtl,BrkSide,2Story,5,8,1920,Ex,939,574,1513,8,0,1,180,N,0,Normal,137500
1399,Pave,Gtl,NAmes,1.5Fin,5,4,1950,Gd,1136,768,1904,7,0,1,240,Y,0,Normal,138000
1400,Pave,Gtl,SWISU,1.5Fin,6,6,1925,Ex,1160,448,1608,7,1,1,216,Y,16,Normal,137450
1401,Pave,Gtl,BrkSide,1.5Fin,6,7,1929,TA,950,208,1158,5,1,1,208,Y,0,Normal,120000
1402,Pave,Gtl,Gilbert,2Story,6,5,2004,Ex,864,729,1593,8,1,2,398,Y,75,Normal,193000
1403,Pave,Gtl,CollgCr,1Story,7,5,2006,Ex,1294,0,1294,6,1,2,662,Y,55,Partial,193879
1404,Pave,Gtl,Somerst,1Story,8,5,2007,Ex,1464,0,1464,6,0,3,754,Y,160,Normal,282922
1405,Pave,Gtl,OldTown,1.5Fin,3,4,1915,TA,694,520,1214,6,0,3,936,Y,0,Family,105000
1406,Pave,Mod,Crawfor,1Story,8,5,2004,Ex,1646,0,1646,5,1,2,482,Y,53,Normal,275000
1407,Pave,Gtl,CollgCr,SFoyer,5,7,1972,TA,768,0,768,5,0,2,396,Y,0,Normal,133000
1408,Pave,Gtl,Mitchel,1Story,5,5,1985,Ex,833,0,833,5,0,0,0,Y,0,Normal,112000
1409,Pave,Gtl,OldTown,2Story,4,7,1910,Gd,741,622,1363,6,0,2,528,Y,0,Normal,125500
1410,Pave,Gtl,NWAmes,2Story,7,6,1986,Gd,1236,857,2093,7,1,2,542,Y,63,Normal,215000
1411,Pave,Gtl,CollgCr,2Story,7,5,2001,Ex,944,896,1840,6,0,2,622,Y,45,Normal,230000
1412,Pave,Gtl,NAmes,1.5Fin,6,8,1950,Ex,1112,556,1668,6,0,1,271,Y,0,Normal,140000
1413,Pave,Gtl,NAmes,1Story,4,5,1949,Fa,1040,0,1040,6,0,2,420,Y,0,Normal,90000
1414,Pave,Gtl,SawyerW,1Story,8,5,2005,Ex,1844,0,1844,7,1,2,620,Y,44,Abnorml,257000
1415,Pave,Gtl,BrkSide,1.5Fin,6,7,1923,Gd,1053,795,1848,8,1,2,370,N,0,Normal,207000
1416,Pave,Gtl,Blmngtn,1Story,7,5,2007,Ex,1569,0,1569,7,1,3,660,Y,20,Normal,175900
1417,Pave,Gtl,OldTown,2Story,4,6,1885,Gd,1246,1044,2290,11,0,2,560,N,0,Normal,122500
1418,Pave,Gtl,NoRidge,2Story,8,5,1998,Ex,1310,1140,2450,7,1,3,1069,Y,126,Normal,340000
1419,Pave,Gtl,NAmes,1Story,5,5,1963,TA,1144,0,1144,6,0,1,336,Y,88,Normal,124000
1420,Pave,Gtl,Crawfor,1Story,6,5,1969,Gd,1844,0,1844,7,1,2,540,Y,73,Normal,223000
1421,Pave,Gtl,NWAmes,2Story,6,6,1968,Gd,708,708,1416,7,1,2,776,Y,169,Normal,179900
1422,Pave,Gtl,NPkVill,1Story,6,5,1977,TA,1069,0,1069,4,1,2,440,Y,55,Normal,127500
1423,Pave,Gtl,CollgCr,1Story,6,5,2003,Ex,848,0,848,3,0,2,420,Y,0,Normal,136500
1424,Pave,Gtl,Edwards,SLvl,6,7,1966,TA,1575,626,2201,8,1,2,432,Y,236,Alloca,274970
1425,Pave,Gtl,NAmes,1Story,5,5,1958,TA,1344,0,1344,6,1,1,484,Y,28,Normal,144000
1426,Pave,Gtl,NAmes,1Story,6,6,1959,Ex,1252,0,1252,7,0,2,528,Y,39,Normal,142000
1427,Pave,Gtl,NoRidge,2Story,7,5,1994,Ex,1223,904,2127,5,2,2,525,Y,132,Normal,271000
1428,Pave,Gtl,NAmes,1.5Fin,5,6,1945,TA,1048,510,1558,6,1,1,288,Y,0,Normal,140000
1429,Pave,Gtl,OldTown,1Story,5,7,1940,TA,804,0,804,4,2,1,240,Y,0,Abnorml,119000
1430,Pave,Gtl,NWAmes,1Story,6,7,1981,Ex,1440,0,1440,7,1,2,467,Y,0,Normal,182900
1431,Pave,Gtl,Gilbert,2Story,5,5,2005,Ex,734,1104,1838,7,1,2,372,Y,40,Normal,192140
1432,Pave,Gtl,NPkVill,1Story,6,6,1976,TA,958,0,958,5,0,2,440,Y,60,Normal,143750
1433,Pave,Gtl,OldTown,1Story,4,6,1927,TA,968,0,968,5,0,1,216,Y,0,Normal,64500
1434,Pave,Gtl,Gilbert,2Story,6,5,2000,Ex,962,830,1792,8,1,2,451,Y,0,Normal,186500
1435,Pave,Mod,Mitchel,1Story,5,5,1977,Fa,1126,0,1126,5,1,2,484,P,41,Normal,160000
1436,Pave,Gtl,NAmes,1Story,6,9,1962,TA,1537,0,1537,7,1,2,462,Y,36,Abnorml,174000
1437,Pave,Gtl,NAmes,1Story,4,6,1971,TA,864,0,864,5,0,2,528,Y,0,Normal,120500
1438,Pave,Gtl,NridgHt,1Story,8,5,2008,Ex,1932,0,1932,7,1,3,774,Y,66,Partial,394617
1439,Pave,Gtl,OldTown,1Story,6,7,1957,TA,1236,0,1236,6,0,2,923,Y,158,Normal,149700
1440,Pave,Gtl,NWAmes,SLvl,7,6,1979,TA,1040,685,1725,6,1,2,550,Y,88,Normal,197000
1441,Pave,Mod,Crawfor,2.5Fin,6,7,1922,Fa,1423,748,2555,11,1,2,672,Y,0,Normal,191000
1442,Pave,Gtl,CollgCr,1Story,6,5,2004,Ex,848,0,848,3,1,2,420,Y,0,Normal,149300
1443,Pave,Gtl,Somerst,2Story,10,5,2008,Ex,1026,981,2007,10,1,3,812,Y,52,Normal,310000
1444,Pave,Gtl,BrkSide,1.5Unf,6,6,1916,Fa,952,0,952,4,1,1,192,P,98,Normal,121000
1445,Pave,Gtl,CollgCr,1Story,7,5,2004,Ex,1422,0,1422,7,0,2,626,Y,60,Normal,179600
1446,Pave,Gtl,Sawyer,SFoyer,6,5,1966,Gd,913,0,913,6,0,1,240,Y,0,Normal,129000
1447,Pave,Gtl,Mitchel,1Story,5,7,1962,TA,1188,0,1188,6,0,1,312,P,39,Normal,157900
1448,Pave,Gtl,CollgCr,2Story,8,5,1995,Ex,1220,870,2090,8,1,2,556,Y,65,Normal,240000
1449,Pave,Gtl,Edwards,2Story,4,7,1910,Gd,796,550,1346,6,0,1,384,Y,24,Normal,112000
1450,Pave,Gtl,MeadowV,SFoyer,5,7,1970,Ex,630,0,630,3,0,0,0,Y,0,Abnorml,92000
1451,Pave,Gtl,NAmes,2Story,5,5,1974,TA,896,896,1792,8,0,0,0,Y,45,Normal,136000
1452,Pave,Gtl,Somerst,1Story,8,5,2008,Ex,1578,0,1578,7,1,3,840,Y,36,Partial,287090
1453,Pave,Gtl,Edwards,SLvl,5,5,2005,Gd,1072,0,1072,5,0,2,525,Y,28,Normal,145000
1454,Pave,Gtl,Mitchel,1Story,5,5,2006,Ex,1140,0,1140,6,0,0,0,Y,56,Abnorml,84500
1455,Pave,Gtl,Somerst,1Story,7,5,2004,Ex,1221,0,1221,6,0,2,400,Y,113,Normal,185000
1456,Pave,Gtl,Gilbert,2Story,6,5,1999,Ex,953,694,1647,7,1,2,460,Y,40,Normal,175000
1457,Pave,Gtl,NWAmes,1Story,6,6,1978,TA,2073,0,2073,7,2,2,500,Y,0,Normal,210000
1458,Pave,Gtl,Crawfor,2Story,7,9,1941,Ex,1188,1152,2340,9,2,1,252,Y,60,Normal,266500
1459,Pave,Gtl,NAmes,1Story,5,6,1950,Gd,1078,0,1078,5,0,1,240,Y,0,Normal,142125
1460,Pave,Gtl,Edwards,1Story,5,6,1965,Gd,1256,0,1256,6,0,1,276,Y,68,Normal,147500
